station_id,station_name,bin_number,depth,latitude,longitude,station_type
ACT6316,Sheep Island Slue,1,,35.0667,-76.1,Subordinate
ACT6326,"Shackleford Banks, 0.8 mile S of",1,6.0,34.6663,-76.6555,Subordinate
ACT6331,Beaufort Inlet Approach,1,,34.6717,-76.67,Subordinate
ACT6336,"Fort Macon, 0.6 mile SE of",1,6.0,34.6858,-76.6683,Subordinate
ACT6341,"Fort Macon, 0.2 mile NE of",1,10.0,34.6997,-76.6753,Subordinate
ACT6341,"Fort Macon, 0.2 mile NE of",2,20.0,34.6997,-76.6753,Subordinate
ACT6346,"Tombstone Point, 0.1 mile E of",1,15.0,34.7038,-76.6862,Subordinate
ACT6351,Turning Basin,1,6.0,34.713,-76.6942,Subordinate
ACT6351,Turning Basin,2,15.0,34.713,-76.6942,Subordinate
ACT6356,"Sugarloaf Island, 0.2 mile S of",1,6.0,34.7125,-76.7138,Subordinate
ACT6361,"Morehead City, S of",1,6.0,34.7167,-76.7328,Subordinate
ACT6366,"Morehead City, RR. bridge, N of",1,6.0,34.7228,-76.6938,Subordinate
ACT6371,"Newport Marshes, SE of",1,6.0,34.7313,-76.6833,Subordinate
ACT6371,"Newport Marshes, SE of",2,15.0,34.7313,-76.6833,Subordinate
ACT6376,"Newport Marshes, E of",1,6.0,34.7378,-76.6805,Subordinate
ACT6381,"Radio Island, E of",1,6.0,34.7117,-76.6797,Subordinate
ACT6391,"Bird Shoal, SE of",1,6.0,34.7005,-76.6538,Subordinate
ACT6396,"Shackleford Point, NE of",1,6.0,34.6922,-76.6522,Subordinate
ACT6401,Carrot Island,1,6.0,34.7022,-76.6175,Subordinate
ACT6406,"Middle Marshes, S of",1,6.0,34.6783,-76.6138,Subordinate
ACT6446,"Reaves Point, 0.3 mile east of",1,6.0,33.9987,-77.9495,Subordinate
ACT6446,"Reaves Point, 0.3 mile east of",2,16.0,33.9987,-77.9495,Subordinate
ACT6446,"Reaves Point, 0.3 mile east of",3,26.0,33.9987,-77.9495,Subordinate
ACT6451,Reaves Point Channel,1,6.0,33.9847,-77.9308,Subordinate
ACT6451,Reaves Point Channel,2,16.0,33.9847,-77.9308,Subordinate
ACT6451,Reaves Point Channel,3,26.0,33.9847,-77.9308,Subordinate
ACT6461,"Reaves Point, 0.4 mile north of",1,6.0,34.0062,-77.9525,Subordinate
ACT6461,"Reaves Point, 0.4 mile north of",2,16.0,34.0062,-77.9525,Subordinate
ACT6461,"Reaves Point, 0.4 mile north of",3,26.0,34.0062,-77.9525,Subordinate
ACT6496,0.4 mile north of,1,6.0,34.1812,-77.9658,Subordinate
ACT6496,0.4 mile north of,2,16.0,34.1812,-77.9658,Subordinate
ACT6501,1.8 miles north of mouth,1,6.0,34.2055,-77.9745,Subordinate
ACT6531,Winyah Bay entrance,1,,33.2072,-79.1845,Subordinate
ACT6536,"Range D, off Mosquito Creek",1,,33.2442,-79.2058,Subordinate
ACT6541,"Frazier Point, south of",1,,33.295,-79.2728,Subordinate
ACT6546,"Frazier Point, west of",1,,33.3097,-79.2867,Subordinate
ACT6551,"Rabbit Island, northwest of",1,,33.3395,-79.2813,Subordinate
ACT6556,Sampit River entrance,1,,33.3513,-79.2803,Subordinate
ACT6561,"Georgetown, Sampit River",1,,33.3592,-79.2875,Subordinate
ACT6566,"Pee Dee River, swing bridge",1,,33.3705,-79.2638,Subordinate
ACT6571,"Lafayette swing bridge, Waccamaw River",1,,33.3687,-79.252,Subordinate
ACT6576,"Butler Island, 0.3 mile south of",1,,33.4167,-79.212,Subordinate
ACT6581,North Santee River entrance,1,6.0,33.1358,-79.2408,Subordinate
ACT6586,South Santee River entrance,1,5.0,33.12,-79.275,Subordinate
ACT6611,"Fort Sumter Range, Buoy 10",1,,32.683,-79.726,Subordinate
ACT6616,"Fort Sumter Range, Buoy 14",1,,32.6977,-79.7557,Subordinate
ACT6621,"Fort Sumter Range, Buoy 16",1,,32.715,-79.7923,Subordinate
ACT6626,"Fort Sumter Range, Buoy 18",1,,32.7243,-79.81,Subordinate
ACT6631,"North Jetty, 0.8 mile southeast of",1,,32.7175,-79.8,Subordinate
ACT6636,Charleston Hbr. ent. (between jetties),1,,32.7333,-79.8333,Subordinate
ACT6641,"Fort Sumter Range, Buoy 22",1,,32.7405,-79.8445,Subordinate
ACT6646,"South Jetty, break in",1,,32.7312,-79.8503,Subordinate
ACT6651,Charleston Harbor (off Fort Sumter),1,,32.756,-79.8703,Harmonic
ACT6656,"Ft. Sumter, 0.6 n.mi. NW of",1,,32.7612,-79.8672,Subordinate
ACT6661,"South Chan., 0.8 mi. ENE of Ft. Johnson",1,,32.7587,-79.8847,Subordinate
ACT6666,"South Chan., 0.4 mi. NW of Ft. Johnson",1,,32.758,-79.9063,Subordinate
ACT6676,"Castle Pinckney, 0.4 mile south of",1,,32.767,-79.9117,Subordinate
ACT6681,"South Channel, Buoy 4",1,,32.7622,-79.911,Subordinate
ACT6686,"Castle Pinckney, 0.6 mile southwest of",1,,32.7663,-79.9195,Subordinate
ACT6691,"Shutes Folly Island, 0.4 mile west of",1,,32.7763,-79.9208,Subordinate
ACT6696,"Customhouse Reach, off Customhouse",1,,32.7795,-79.9225,Subordinate
ACT6701,Customhouse Reach,1,,32.7825,-79.92,Subordinate
ACT6706,Lower Town Creek Reach,1,,32.7925,-79.9245,Subordinate
ACT6711,"Town Creek, 0.2 mile above bridge",1,,32.8053,-79.9317,Subordinate
ACT6716,"Rebellion Reach, 0.8 n.mi. N. of Ft. Sumter",1,,32.7663,-79.8733,Subordinate
ACT6721,"The Cove, entrance on the Cove Range",1,,32.7675,-79.872,Subordinate
ACT6726,Hog Island Channel,1,,32.7812,-79.8763,Subordinate
ACT6731,"Folly I. Channel, N of Ft. Johnson",1,,32.7697,-79.9012,Subordinate
ACT6736,"Bennis Range, Buoy 31",1,,32.7763,-79.8992,Subordinate
ACT6741,"Bennis Range, Buoy 34",1,,32.7822,-79.9108,Subordinate
ACT6746,Horse Reach,1,,32.7862,-79.915,Subordinate
ACT6751,"Hog Island Reach, Buoy 38",1,,32.7945,-79.915,Subordinate
ACT6756,"Drum Island, 0.4 mile SSE of",1,,32.7945,-79.9208,Subordinate
ACT6761,"Drum Island, east of (bridge)",1,,32.8045,-79.9153,Subordinate
ACT6766,"Hog Island Reach, SW of Remley Point",1,,32.8118,-79.912,Subordinate
ACT6771,"Drum Island Reach, marker 45",1,,32.8162,-79.9228,Subordinate
ACT6776,"Drum Island, 0.2 mile above",1,,32.8197,-79.9292,Subordinate
ACT6781,"Daniel Island Reach, Buoy 48",1,,32.8272,-79.9288,Subordinate
ACT6786,Shipyard Creek entrance,1,,32.83,-79.935,Subordinate
ACT6791,"Daniel Island Reach, Buoy 47A",1,,32.8328,-79.93,Subordinate
ACT6796,Daniel Island Bend,1,,32.8483,-79.9292,Subordinate
ACT6806,North Charleston,1,,32.8637,-79.9588,Subordinate
ACT6811,Filbin Creek Reach,1,,32.8887,-79.9653,Subordinate
ACT6816,"Filbin Creek Reach, 0.2 mile east of",1,,32.888,-79.9605,Subordinate
ACT6821,"Filbin Creek Reach, Buoy 58",1,,32.8963,-79.9612,Subordinate
ACT6826,Ordnance Reach,1,,32.9063,-79.9528,Subordinate
ACT6831,Yellow House Creek,1,,32.9088,-79.9363,Subordinate
ACT6836,"Yellow House Landing, 1 mile NW of",1,,32.9197,-79.9305,Subordinate
ACT6841,"Woods Point, SE of",1,,32.9258,-79.9328,Subordinate
ACT6846,Woods Point,1,,32.9317,-79.9383,Subordinate
ACT6851,"Snow Point, 0.5 mile north of",1,,32.9517,-79.93,Subordinate
ACT6856,Back River entrance,1,,32.9683,-79.9333,Subordinate
ACT6861,off Amoco Pier,1,,32.9592,-79.918,Subordinate
ACT6866,"Moreland, 0.5 n.mi. below",1,,33.0005,-79.9047,Subordinate
ACT6871,"Hagan Island, 1 n.mi. below",1,,33.0333,-79.9133,Subordinate
ACT6876,"The Tee, 0.4 mile southwest of",1,,33.0633,-79.9297,Subordinate
ACT6881,The Tee,1,,33.0658,-79.923,Subordinate
ACT6886,"Childsbury, S.A.L. RR. bridge",1,,33.0938,-79.9425,Subordinate
ACT6891,"East Branch, 0.2 mile above entrance",1,,33.0683,-79.92,Subordinate
ACT6896,"Bonneau Ferry, east of",1,,33.0717,-79.8833,Subordinate
ACT6901,"Remley Point, 0.2 mile northwest of",1,,32.8162,-79.9095,Subordinate
ACT6906,"Wando River Upper Reach, Turning Basin",1,,32.8333,-79.8967,Subordinate
ACT6911,Rathall Creek entrance,1,,32.8595,-79.8962,Subordinate
ACT6916,"Horlbeck Creek, 0.2 mile above entrance",1,,32.885,-79.845,Subordinate
ACT6921,Nowell Creek entrance,1,,32.8783,-79.875,Subordinate
ACT6926,"Nowell Creek, Southeast of",1,,32.872,-79.8655,Subordinate
ACT6931,"Anneville, marker 36",1,,32.9183,-79.8383,Subordinate
ACT6936,"Battery, southwest of",1,,32.7672,-79.9338,Subordinate
ACT6941,Wappoo Creek entrance,1,,32.773,-79.95,Subordinate
ACT6946,"Ashley River Memorial Bridge, Highway 17",1,,32.782,-79.96,Subordinate
ACT6951,"Trestle Ruins, marker 6A",1,,32.7955,-79.9733,Subordinate
ACT6956,"Duck Island, Marker 15",1,,32.82,-79.965,Subordinate
ACT6961,State Hwy. 7 bridge,1,,32.8372,-79.982,Subordinate
ACT6966,"West Marsh Island, 0.1 mile east of",1,,32.8283,-80.0083,Subordinate
ACT6971,"Drayton, Railroad Bridge",1,,32.8467,-80.05,Subordinate
ACT6976,Stono Inlet,1,,32.6267,-79.9933,Subordinate
ACT6981,Snake Island,1,12.0,32.64,-80.02,Subordinate
ACT6986,"Johns Island Airport, south of",1,12.0,32.6833,-80.0033,Subordinate
ACT6991,Johns Island Bridge,1,14.0,32.7533,-80.01,Subordinate
ACT6996,"Elliott Cut, west end",1,,32.7667,-80.0,Subordinate
ACT7001,Johns Island. Main Road Bridge,1,12.0,32.7867,-80.1067,Subordinate
ACT7006,Pleasant Point,1,12.0,32.75,-80.1333,Subordinate
ACT7021,"Deveaux Banks, off North Edisto River entrance",1,12.0,32.545,-80.1567,Subordinate
ACT7026,North Edisto River entrance,1,,32.5617,-80.1867,Subordinate
ACT7031,"Wadmalaw Island, Wadmalaw River entrance",1,12.0,32.665,-80.235,Subordinate
ACT7036,"Goshen Point, SE of, Wadmalaw River",1,12.0,32.71,-80.1717,Subordinate
ACT7041,"Goshen Point, south of, Wadmalaw River",1,12.0,32.7133,-80.1867,Subordinate
ACT7046,"White Point, south of, Dawho River",1,12.0,32.625,-80.2817,Subordinate
ACT7051,"Whooping Island, Dawho River",1,12.0,32.6367,-80.34,Subordinate
ACT7056,South Edisto River entrance,1,,32.4883,-80.3483,Subordinate
ACT7061,"Pine Island, South Edisto River",1,15.0,32.5067,-80.3617,Subordinate
ACT7066,"Fenwick Island Cut, South Edisto River",1,15.0,32.535,-80.4133,Subordinate
ACT7071,"Sampson Island, S end, South Edisto Riv.",1,15.0,32.5633,-80.3917,Subordinate
ACT7076,"Sampson Island, NE end, South Edisto Riv.",1,15.0,32.6167,-80.3867,Subordinate
ACT7081,"Jehossee Island, S tip, South Edisto River",1,15.0,32.6033,-80.42,Subordinate
ACT7086,"Smuggedy Swamp, South Edisto River",1,6.0,32.66,-80.4117,Subordinate
ACT7091,"Hutchinson Island, N. of, Ashepoo River",1,10.0,32.5317,-80.435,Subordinate
ACT7096,"Ashepoo Coosaw Cutoff, ICW marker 169",1,6.0,32.525,-80.4533,Subordinate
ACT7101,"Pelican Bank, St. Helena Sound",1,15.0,32.455,-80.4283,Subordinate
ACT7106,"Ashepoo River, off Jefford Creek",1,,32.5067,-80.41,Subordinate
ACT7111,"Egg Bank, St. Helena Sound",1,10.0,32.435,-80.4433,Subordinate
ACT7116,"Morgan Island, NE of, Coosaw River",1,15.0,32.4883,-80.4733,Subordinate
ACT7121,"Ashepoo Coosaw Cutoff, south end",1,15.0,32.51,-80.505,Subordinate
ACT7126,"Ashepoo Coosaw Cutoff, ICW marker 181",1,6.0,32.52,-80.4883,Subordinate
ACT7131,Combahee River entrance,1,8.0,32.5267,-80.5367,Subordinate
ACT7136,"Combahee River, S. of Fields Point",1,15.0,32.55,-80.5633,Subordinate
ACT7141,"Parrot Creek, Coosaw Island",1,15.0,32.4733,-80.545,Subordinate
ACT7146,"Morgan Island, North end, Coosaw River",1,15.0,32.5033,-80.5367,Subordinate
ACT7151,Williman Creek,1,10.0,32.5617,-80.5917,Subordinate
ACT7156,"Coosaw Island, South of, Morgan River",1,10.0,32.4517,-80.5833,Subordinate
ACT7161,"Sams Point, Northeast of, Coosaw River",1,10.0,32.4933,-80.5933,Subordinate
ACT7166,Whale Branch River,1,10.0,32.5267,-80.6917,Subordinate
ACT7171,"Fripps Inlet, Fripps Island",1,15.0,32.34,-80.465,Subordinate
ACT7181,"Southeast Channel, Buoy 8",1,,32.1333,-80.5833,Subordinate
ACT7186,"Port Royal Plantation Tower, east of",1,15.0,32.2233,-80.6567,Subordinate
ACT7191,"Bay Point Island, S of, Broad River entrance",1,15.0,32.2333,-80.63,Subordinate
ACT7196,"Broad River Entrance, Point Royal Sound",1,15.0,32.2317,-80.64,Subordinate
ACT7201,Hilton Head,1,,32.25,-80.6667,Subordinate
ACT7206,Beaufort River Entrance,1,15.0,32.2883,-80.6517,Subordinate
ACT7211,"Parris Island, east of, Beaufort River",1,10.0,32.3267,-80.6567,Subordinate
ACT7216,Chowan Creek,1,15.0,32.37,-80.6383,Subordinate
ACT7221,"Parris Island, north of, Beaufort River",1,15.0,32.36,-80.675,Subordinate
ACT7226,"Burkmeyer Bech, Beaufort River",1,15.0,32.4033,-80.6717,Subordinate
ACT7231,"Beaufort, Beaufort River",1,12.0,32.43,-80.6767,Subordinate
ACT7236,"Beaufort Airport, Beaufort River",1,15.0,32.45,-80.6633,Subordinate
ACT7241,Brickyard Creek,1,10.0,32.4733,-80.6917,Subordinate
ACT7246,"Skull Creek, north entrance",1,,32.2633,-80.7417,Subordinate
ACT7251,"Daws Island, SE of, Broad River",1,15.0,32.3017,-80.725,Subordinate
ACT7256,"Parris Island Lookout Tower, Broad River",1,15.0,32.3117,-80.7067,Subordinate
ACT7261,"Daws Island, south of, Chechessee River",1,15.0,32.2867,-80.7433,Subordinate
ACT7266,"Lemon Island South, Chechessee River",1,10.0,32.35,-80.8067,Subordinate
ACT7271,"Broad River Bridge, S of, Broad River",1,15.0,32.3817,-80.7767,Subordinate
ACT7276,"Boyd Creek Entrance, SE of, Broad River",1,12.0,32.4567,-80.8183,Subordinate
ACT7281,"Little Barnwell I., E of, Whale Branch River",1,6.0,32.5017,-80.7867,Subordinate
ACT7286,"Braddock Point, SW of, Calibogue Sound",1,10.0,32.105,-80.8367,Subordinate
ACT7291,"Haig Point Light, NW of, Cooper River",1,10.0,32.1483,-80.8417,Subordinate
ACT7296,"Ramshorn Creek Light, E of, Cooper River",1,6.0,32.13,-80.8817,Subordinate
ACT7301,"Spanish Wells, Calibogue Sound",1,30.0,32.1867,-80.785,Subordinate
ACT7306,"Skull Creek, south entrance",1,10.0,32.2233,-80.785,Subordinate
ACT7311,"MacKay Creek, south entrance",1,10.0,32.22,-80.79,Subordinate
ACT7316,"Bloody Pt., 0.5 mile north of, New River",1,,32.0883,-80.88,Subordinate
ACT7321,"Bloody Pt., 0.5 mile west of, New River",1,,32.0817,-80.8833,Subordinate
ACT7326,"Wright R., 0.2 mile above Walls Cut",1,,32.085,-80.9217,Subordinate
ACT7336,"Walls Cut, Turtle Island",1,6.0,32.0817,-80.9167,Subordinate
ACT7341,"Daufuskie Landing Light, south of",1,10.0,32.1017,-80.8983,Subordinate
ACT7351,Savannah River Entrance (between jetties),1,11.0,32.0357,-80.8903,Harmonic
ACT7356,Fort Pulaski,1,,32.0367,-80.9017,Subordinate
ACT7361,"Fort Pulaski, 1.8 miles above",1,,32.045,-80.9317,Subordinate
ACT7366,"Fort Pulaski, 4.8 miles above",1,,32.075,-80.9767,Subordinate
ACT7371,McQueen Island Cut,1,10.0,32.065,-80.9867,Subordinate
ACT7376,"Elba Island Cut, NE of, Savannah River",1,10.0,32.0733,-80.965,Subordinate
ACT7381,"Elba Island, NE of, Savannah River",1,10.0,32.09,-80.9933,Subordinate
ACT7386,"Elba Island, west of, Savannah River",1,10.0,32.095,-81.02,Subordinate
ACT7391,"Fig Island, north of, Back River",1,,32.085,-81.05,Subordinate
ACT7396,"South Channel, western end",1,,32.0883,-81.0167,Subordinate
ACT7401,"Wilmington R. ent., south channel",1,,32.0767,-81.0017,Subordinate
ACT7406,"Savannah, southeast of highway bridge",1,10.0,32.0867,-81.0967,Subordinate
ACT7411,Savannah,1,,32.0833,-81.0833,Subordinate
ACT7416,"Kings Island Channel, Savannah River",1,10.0,32.1267,-81.1367,Subordinate
ACT7421,Seaboard Coast Line Railroad,1,,32.1033,-81.1183,Subordinate
ACT7426,"King Island, west of",1,,32.1233,-81.135,Subordinate
ACT7431,"Port Wentworth, 0.2 mile above",1,,32.1467,-81.14,Subordinate
ACT7441,"Wassaw Island, N of E end, Wassaw Sound",1,10.0,31.915,-80.9383,Subordinate
ACT7446,"Entrance, off Beach Hammock",1,,31.9417,-80.9317,Subordinate
ACT7451,"Wilmington Island, SSE of, Bull River",1,10.0,31.9667,-80.93,Subordinate
ACT7456,"Lazaretto Creek Entrance, N of, Bull River",1,10.0,32.0,-80.9283,Subordinate
ACT7461,"Bull River, 2 miles below hwy. bridge",1,,32.0183,-80.94,Subordinate
ACT7466,"Entrance, off Wassaw Island",1,,31.9167,-80.9467,Subordinate
ACT7471,Wilmington River ent. off Cabbage Island,1,,31.9383,-80.9767,Subordinate
ACT7476,"Joe's Cut, Wilmington River",1,10.0,31.9433,-80.985,Subordinate
ACT7481,"Wilmington R., 0.5 mi. S of Turners Creek",1,,32.005,-81.0033,Subordinate
ACT7486,"Thunderbolt, SE of, Wilmington River",1,10.0,32.0233,-81.045,Subordinate
ACT7491,"Oatland Island, north tip",1,10.0,32.0733,-81.01,Subordinate
ACT7496,"Skidaway River, north entrance",1,,32.0083,-81.0167,Subordinate
ACT7501,"Skidaway Island, N End, Wilmington River",1,10.0,32.01,-81.0083,Subordinate
ACT7506,"Dutch Island, SE of, Skidaway River",1,10.0,31.9917,-81.02,Subordinate
ACT7511,"Isle of Hope City, SE of, Skidaway River",1,10.0,31.9767,-81.0467,Subordinate
ACT7516,"Isle of Hope City, Skidaway River",1,10.0,31.98,-81.055,Subordinate
ACT7521,"Burntpot Island, west of, Skidaway River",1,6.0,31.9683,-81.0533,Subordinate
ACT7526,Skidaway Narrows,1,,31.9533,-81.065,Subordinate
ACT7531,"Long Island, NNE of, Skidaway River",1,6.0,31.9567,-81.06,Subordinate
ACT7536,"Long Island, south of, Skidaway River",1,10.0,31.9433,-81.0733,Subordinate
ACT7541,"Pigeon Island, SSE of, Skidaway River",1,10.0,31.9367,-81.0767,Subordinate
ACT7546,"Burnside Island, SE of, Burnside River",1,10.0,31.9217,-81.08,Subordinate
ACT7551,"Little Don Island, east of, Vernon River",1,10.0,31.87,-81.0733,Subordinate
ACT7556,Little Ogeechee River Entrance,1,10.0,31.8883,-81.0983,Subordinate
ACT7556,Little Ogeechee River Entrance,2,20.0,31.8883,-81.0983,Subordinate
ACT7561,"Montgomery, Vernon River",1,6.0,31.935,-81.1283,Subordinate
ACT7566,Odingsell River Entrance,1,10.0,31.8683,-81.0,Subordinate
ACT7566,Odingsell River Entrance,2,20.0,31.8683,-81.0,Subordinate
ACT7571,"Wassaw Island, SSW of",1,10.0,31.8567,-81.0083,Subordinate
ACT7571,"Wassaw Island, SSW of",2,20.0,31.8567,-81.0083,Subordinate
ACT7576,"Bradley Point, NNE of",1,10.0,31.8317,-81.0383,Subordinate
ACT7581,Raccoon Key,1,10.0,31.8617,-81.055,Subordinate
ACT7586,"Little Wassaw Island, SW of",1,10.0,31.87,-81.05,Subordinate
ACT7591,"Vernon R., 1.2 miles S of Possum Point",1,,31.8983,-81.0983,Subordinate
ACT7596,"Little Ogeechee River Entrance, north of",1,6.0,31.8967,-81.095,Subordinate
ACT7601,"Raccoon Key & Egg Island Shoal, between",1,10.0,31.8428,-81.0675,Subordinate
ACT7606,"Florida Passage, N of, Ogeechee River",1,10.0,31.8567,-81.1433,Subordinate
ACT7611,Florida Passage (south),1,6.0,31.8297,-81.1578,Subordinate
ACT7616,610 Statute Mile Mark,1,6.0,31.8105,-81.1767,Subordinate
ACT7621,North of Big Tom Creek Entrance,1,10.0,31.7833,-81.1603,Subordinate
ACT7626,South of Kilkenny Creek Entrance,1,,31.7583,-81.1733,Subordinate
ACT7631,Northwest of Newell Creek Entrance,1,10.0,31.7488,-81.1655,Subordinate
ACT7636,Medway River at Marsh Island,1,10.0,31.7433,-81.22,Subordinate
ACT7641,St. Catherines Sound Entrance,1,10.0,31.715,-81.1405,Subordinate
ACT7646,"Medway River, northwest of Cedar Point",1,10.0,31.7145,-81.1908,Subordinate
ACT7651,"N. Newport River, NE of Vandyke Creek",1,10.0,31.6912,-81.187,Subordinate
ACT7656,"N. Newport River, above Walburg Creek",1,6.0,31.6738,-81.1953,Subordinate
ACT7661,"N. Newport River, NW of Johnson Creek",1,10.0,31.663,-81.2105,Subordinate
ACT7666,"N. Newport River, ESE of S. Newport Cut",1,6.0,31.6653,-81.2645,Subordinate
ACT7671,"S. Newport River, below S. Newport Cut",1,10.0,31.6503,-81.302,Subordinate
ACT7676,"S. Newport River, above Swain River Ent",1,10.0,31.6245,-81.2167,Subordinate
ACT7681,Entrance,1,19.0,31.54,-81.18,Subordinate
ACT7681,Entrance,2,29.0,31.54,-81.18,Subordinate
ACT7686,"Johnson Creek, midway between ends",1,,31.6267,-81.1883,Subordinate
ACT7691,"Cedar Hammock, south of",1,12.0,31.545,-81.2467,Subordinate
ACT7696,Sapelo River Entrance,1,11.0,31.535,-81.2717,Subordinate
ACT7701,"Sutherland Bluff, Sapelo River",1,,31.5483,-81.3333,Subordinate
ACT7706,Front River,1,13.0,31.5133,-81.2983,Subordinate
ACT7711,"New Teakettle Cr., 0.8 mi. N of",1,,31.4967,-81.29,Subordinate
ACT7716,Crescent River,1,11.0,31.4867,-81.3067,Subordinate
ACT7721,Old Teakettle Creek (north),1,13.0,31.4783,-81.3283,Subordinate
ACT7726,Bar,1,,31.345,-81.235,Subordinate
ACT7731,Entrance,1,14.0,31.3417,-81.2633,Subordinate
ACT7731,Entrance,2,22.0,31.3417,-81.2633,Subordinate
ACT7736,"Old Teakettle Creek Entrance, south of",1,15.0,31.42,-81.315,Subordinate
ACT7741,Old Teakettle Creek (south),1,13.0,31.4367,-81.3083,Subordinate
ACT7746,"Folly River and Cardigan River, between",1,10.0,31.4417,-81.3367,Subordinate
ACT7751,South River,1,13.0,31.3667,-81.3117,Subordinate
ACT7751,South River,2,21.0,31.3667,-81.3117,Subordinate
ACT7756,North River at Darien River,1,9.0,31.3833,-81.335,Subordinate
ACT7761,Doboy Island (North River),1,12.0,31.4033,-81.3283,Subordinate
ACT7761,Doboy Island (North River),2,20.0,31.4033,-81.3283,Subordinate
ACT7766,Buzzard Roost Creek,1,13.0,31.415,-81.375,Subordinate
ACT7771,"Little Egg Island, northwest of",1,12.0,31.3183,-81.305,Subordinate
ACT7776,Little Mud River Range,1,9.0,31.3267,-81.3183,Subordinate
ACT7781,Little St. Simon Island (north),1,11.0,31.3117,-81.3533,Subordinate
ACT7786,"Onemile Cut, 1 mile southeast of",1,,31.3133,-81.3517,Subordinate
ACT7791,Broughton Island (south),1,9.0,31.31,-81.4133,Subordinate
ACT7796,Bar Channel,1,12.0,31.105,-81.3383,Subordinate
ACT7801,"Entrance, north of channel",1,13.0,31.1335,-81.404,Subordinate
ACT7806,"Entrance, south of channel",1,11.0,31.1267,-81.4033,Subordinate
ACT7806,"Entrance, south of channel",2,29.0,31.1267,-81.4033,Subordinate
ACT7811,Back River entrance,1,10.0,31.1483,-81.4417,Subordinate
ACT7811,Back River entrance,2,18.0,31.1483,-81.4417,Subordinate
ACT7816,"Mackay R., 0.5 mi. N of Troup Creek entrance",1,,31.225,-81.4333,Subordinate
ACT7821,"Brunswick River, off Quarantine Dock",1,,31.1117,-81.4733,Subordinate
ACT7826,"Brunswick River Bridge, southeast of",1,13.0,31.115,-81.4767,Subordinate
ACT7826,"Brunswick River Bridge, southeast of",2,21.0,31.115,-81.4767,Subordinate
ACT7831,"Brunswick, off Prince Street Dock",1,,31.1383,-81.4967,Subordinate
ACT7836,"Turtle River, off Allied Chemical Corp",1,,31.1767,-81.525,Subordinate
ACT7841,"Turtle River, off Andrews Island",1,20.0,31.1433,-81.5267,Subordinate
ACT7846,Entrance,1,,30.9867,-81.405,Subordinate
ACT7851,"Jekyll Creek, south entrance",1,,31.035,-81.4333,Subordinate
ACT7856,"Cumberland River, north entrance",1,,30.9583,-81.4317,Subordinate
ACT7861,"Cabin Bluff, Cumberland River",1,,30.8817,-81.5133,Subordinate
ACT7886,"Fort Clinch, 1.1 n.mi. NW of",1,14.0,30.709,-81.4727,Subordinate
ACT7886,"Fort Clinch, 1.1 n.mi. NW of",2,29.0,30.709,-81.4727,Subordinate
ACT7896,"Drum Point Island, Range D Channel",1,12.0,30.759,-81.4853,Subordinate
ACT7896,"Drum Point Island, Range D Channel",2,22.0,30.759,-81.4853,Subordinate
ACT7906,"Stafford Island, west of",1,,30.81,-81.4917,Subordinate
ACT7921,"Kingsley Creek, highway bridge",1,,30.6283,-81.485,Subordinate
ACT7926,"Midsound, 1 mi. N of Sawpit Creek entrance",1,,30.5233,-81.4517,Subordinate
ACT7931,"South Amelia River, off Walker Creek",1,,30.5367,-81.465,Subordinate
ACT7936,"Nassau River, SW of Mesa Marsh",1,,30.5333,-81.48,Subordinate
ACT7941,Ft. George River,1,,30.4567,-81.4517,Subordinate
ACT7971,Mayport,1,7.0,30.3933,-81.4333,Subordinate
ACT7971,Mayport,2,17.0,30.3933,-81.4333,Subordinate
ACT7971,Mayport,3,27.0,30.3933,-81.4333,Subordinate
ACT7986,Pablo Creek bascule bridge,1,3.0,30.3233,-81.4383,Subordinate
ACT7991,Sisters Creek entrance (bridge),1,4.0,30.39,-81.4617,Subordinate
ACT7991,Sisters Creek entrance (bridge),2,10.0,30.39,-81.4617,Subordinate
ACT8016,"Drummond Point, channel south of",1,7.0,30.4092,-81.6028,Subordinate
ACT8016,"Drummond Point, channel south of",2,17.0,30.4092,-81.6028,Subordinate
ACT8016,"Drummond Point, channel south of",3,27.0,30.4092,-81.6028,Subordinate
ACT8031,Terminal Channel (north end),1,7.0,30.357,-81.618,Subordinate
ACT8031,Terminal Channel (north end),2,17.0,30.357,-81.618,Subordinate
ACT8031,Terminal Channel (north end),3,27.0,30.357,-81.618,Subordinate
ACT8036,"Commodore Point, terminal channel",1,7.0,30.3175,-81.6263,Subordinate
ACT8036,"Commodore Point, terminal channel",2,17.0,30.3175,-81.6263,Subordinate
ACT8036,"Commodore Point, terminal channel",3,27.0,30.3175,-81.6263,Subordinate
ACT8041,"Jacksonville, off Washington St",1,,30.3217,-81.6533,Subordinate
ACT8051,Winter Point,1,,30.3083,-81.675,Subordinate
ACT8056,Mandarin Point,1,6.0,30.155,-81.685,Subordinate
ACT8056,Mandarin Point,2,15.0,30.155,-81.685,Subordinate
ACT8056,Mandarin Point,3,24.0,30.155,-81.685,Subordinate
ACT8061,"Red Bay Point, draw bridge",1,4.0,29.985,-81.63,Subordinate
ACT8061,"Red Bay Point, draw bridge",2,6.0,29.985,-81.63,Subordinate
ACT8061,"Red Bay Point, draw bridge",3,14.0,29.985,-81.63,Subordinate
ACT8106,"Pier 2, 1.3 miles east of",1,,26.0938,-80.0963,Weak and variable
